,T1_ILT_Negative,T1_ILT_Positive,T1_ILT_Masculine,T1_ILT_Tyranny,T1_ILT_Dynamic,T1_ILT_Dedication,T1_ILT_Intelligence,T1_ILT_Sensitivity,T1Open,T1Neurotic,T1Conscientious,T1Agreeable,T1Extraversion,T1_Mindfulness,T1_CITOptimism,T1_CITEfficacy,T1_CITLonely,T1_CITSupport,T1PSS,T1SE,T1NA_low_AAS,T1NA_high_AAS,T1NA_AAS,T1PA_low_AAS,T1PA_high_AAS,T1PA_AAS,T1SWLS,T1Duration,T1Finished,Age,Gender,Ethnicity,Ethnicity_6_TEXT,Education,Major,Job,Hours,WorkExp,LeadExp,T1_Distracted,Condition.x,ID,T2_Mindfulness,T2PSS,T2NA_low_AAS,T2NA_high_AAS,T2NA_AAS,T2PA_low_AAS,T2PA_high_AAS,T2PA_AAS,T2Duration,T2_Distracted,T3_Mindfulness,T3PSS,T3NA_low_AAS,T3NA_high_AAS,T3NA_AAS,T3PA_low_AAS,T3PA_high_AAS,T3PA_AAS,T3Duration,T3_Distracted,T4_Mindfulness,T4PSS,T4NA_low_AAS,T4NA_high_AAS,T4NA_AAS,T4PA_low_AAS,T4PA_high_AAS,T4PA_AAS,T4Duration,T4_Distracted,T5_Mindfulness,T5PSS,T5NA_low_AAS,T5NA_high_AAS,T5NA_AAS,T5PA_low_AAS,T5PA_high_AAS,T5PA_AAS,T5Duration,T5_Distracted,T6_Mindfulness,T6PSS,T6NA_low_AAS,T6NA_high_AAS,T6NA_AAS,T6PA_low_AAS,T6PA_high_AAS,T6PA_AAS,T6Duration,T6_Distracted,T7_ILT_Negative,T7_ILT_Positive,T7_ILT_Masculine,T7_ILT_Tyranny,T7_ILT_Dynamic,T7_ILT_Dedication,T7_ILT_Intelligence,T7_ILT_Sensitivity,T7Open,T7Neurotic,T7Conscientious,T7Agreeable,T7Extraversion,T7_Mindfulness,T7_CITOptimism,T7_CITEfficacy,T7_CITLonely,T7_CITSupport,T7PSS,T7SE,T7NA_low_AAS,T7NA_high_AAS,T7NA_AAS,T7PA_low_AAS,T7PA_high_AAS,T7PA_AAS,T7SWLS,T7_SWLS_Before,T7_SWLS_After,T7_SE_Before,T7_SE_After,T7_CITSupport_Before,T7_CITSupport_After,T7_CITOptimism_Before,CIT_Optimism_2,T7_Happy_Before,T7_Happy_After,T7_Gratitude_Before,T7_Gratitude_After,MAAS_1_1,MAAS_2_1,T7_CITLonely_Before,T7_CITLonely_After,PhoneBrand,WhoPlayed,WhoPlayed_Ratio_1,WhoPlayed_Ratio_2,PlayTime_Day,PlayTime_Total,Play_AfterSurvey1,Useful,TrainCond,MeetNeeds_TrainCond,SimilarProd,EasyIntuitive,LooksFeels,WantMoreThanSimilar,Recommend,Review1to10_1,Review1to10_Why,LikeMostLeast,MostImportantFeature,FeatureToAdd,LeastAmountPay,MostAmountPay,WantProduct,FunToUse_1,LeastImportantFeatur,KeepPlaying,PreventFromPlay,FeelGoodAboutProduct_1,T7_Distracted,T7_DescribeDistract,StudyPurpose,Effort,Attention,UseData,Selfie,Words
64,1,4.769230769,1,1,1.333333333,6,4.75,7,5,5,4.833333333,7,4,3.2,2.333333333,3.333333333,1.333333333,5.333333333,3.5,42,1,3,2.090909091,3.666666667,2,2.714285714,4.4,1698,1,20,2,2,NA,3,Psychology,2,0,2,6,2,0,156,1.6,3,NA,NA,NA,NA,NA,NA,3046,2,2.4,2.75,2.6,2.5,2.545454545,4.333333333,2.75,3.428571429,375,1,3.6,3.25,5.2,3.833333333,4.454545455,3,2,2.428571429,333,2,3,2.75,2,3.333333333,2.727272727,2.333333333,1.75,2,486,1,2,2.5,1,1.166666667,1.090909091,3,2.75,2.857142857,308,2,2,6.538461538,1,2.333333333,5,8.666666667,5.25,7.666666667,5.166666667,4.5,4.333333333,5.833333333,4.5,1.4,3.666666667,4.333333333,3,5.666666667,3.25,111,2.4,2.5,2.454545455,2.666666667,2,2.285714286,3.8,20,70,10,55,40,90,10,40,10,60,80,80,80,40,85,55,I used the iphone XR to play TAPPIT.,2,NA,NA,15,45,2,1,1,1,There are memory games online and apps.,1,1,2,2,6,There are some issues with the app like looking at your high scores. I also would like that the pictures you take on the app would save to your phone's gallery,I like that you can put any image and use it as a component to the game. I did not like the technical issues such as the high score not appearing.,I appreciate that the game gets harder and harder as you progress.,"I think you should put the high score, so you can check your score time to time. You can also change the speed in which the image is shown.",0,1,3,4,I appreciate that the game gets harder as we progress and the ability to put more images is a good component to the game.,3,"What prevents me from playing is my busy schedule. I have school work, friends, family, work, and other tasks that keep me from playing more time.",4,2,NA,If playing the app helps you feel better about yourself or give you a better outlook on life.,4,3,1,1,2
65,3.5,7.230769231,2,4,7,6.666666667,7,8.333333333,5.333333333,3.666666667,3.666666667,4.5,3.666666667,4,5,5,4.333333333,7,3.5,55,2.6,3.333333333,3,5,3.25,4,4.2,1917,1,20,2,1,NA,3,Business Administration,2,0,3,7,1,0,159,NA,3.5,1.6,2.166666667,1.909090909,3,3,3,573,2,4,3.5,1.8,4,3,2.666666667,2,2.285714286,194,2,3.8,3.5,1.6,2.666666667,2.181818182,3,2.75,2.857142857,185,2,3.4,3.5,1.2,1.833333333,1.545454545,4,3.25,3.571428571,146,2,2.2,3,1.6,2.166666667,1.909090909,2.333333333,2,2.142857143,131,2,2.375,6.307692308,1.5,2.666666667,6,6.666666667,6,6.666666667,4.666666667,3.833333333,3.666666667,4.333333333,3.666666667,2,4,5,4,5.666666667,2.75,183,1.4,2.166666667,1.818181818,2.333333333,1.75,2,3.8,39,56,66,60,65,77,63,52,61,70,62,83,78,77,60,70,IPhone 10X,2,NA,NA,10,50,1,2,1,2,Not sure,1,1,2,3,7,"Not a bad concept, good mind game, wish the app had better graphics or more fun twists","Most: it’s a fun game to play to relieve stress/when I’m bored

Least: also boring at times later on","The mind test, that it challenges you",Better graphics,1,5,2,3,Not sure,2,Kind or boring after a while,3,2,NA,Test correlation between memory and self-awareness,3,4,1,1,2
66,1.5,8,1,1.666666667,6.333333333,9.666666667,6.5,10,4.833333333,4.833333333,5.666666667,7,4,1.2,4.333333333,6,2.333333333,6,4,71,1.2,3,2.181818182,3.333333333,3.75,3.571428571,4.2,897,1,24,2,1,NA,4,Econ/admin,1,30,6,4,2,0,160,1,3.25,1.4,1.5,1.454545455,2,2.75,2.428571429,6179,NA,1,3.5,2,2.666666667,2.363636364,4,2,2.857142857,222,2,2,3.25,1.4,2.666666667,2.090909091,1.333333333,2.25,1.857142857,685,2,2.4,4,3,3.666666667,3.363636364,1.666666667,2.25,2,271,2,2,4,2.8,3.5,3.181818182,1,2.25,1.714285714,401,2,3.25,8.615384615,1.5,3.833333333,8.666666667,10,7,9.333333333,5,5.166666667,6.333333333,6.833333333,4.666666667,1,4,6.666666667,4.333333333,7,4,258,2,3.5,2.818181818,1,2.5,1.857142857,2.6,35,34,100,100,100,100,59,64,74,4,100,55,4,0,5,98,iphone 10,2,NA,NA,6,8,2,2,2,2,word games,1,1,2,3,7,it is helpful for your mind,i like how you can choose your own pictures,the pictures,maybe music,1,5,2,3,the words,2,too busy with work and school schedule,4,2,NA,to see if it helps your mind and calms you,5,5,1,1,2
67,5.875,9,3.5,6.666666667,8.666666667,10,8,9.666666667,3.833333333,2,4.5,5.666666667,4.833333333,1.8,7,7,1,7,2.75,71,1.4,2.333333333,1.909090909,4,4,4,6,820,1,21,2,2,NA,4,psychology,1,23,2,1,2,0,161,1.6,3,NA,NA,NA,NA,NA,NA,1733,2,2.2,2.75,1,1.166666667,1.090909091,2.666666667,2.5,2.571428571,1806,2,1.2,3,1.6,2.166666667,1.909090909,2.333333333,2.25,2.285714286,315,2,1.2,3,2,1.833333333,1.909090909,3.333333333,3.25,3.285714286,429,2,1.6,3.25,1,1.666666667,1.363636364,3,3.5,3.285714286,224,2,3.375,7.846153846,3,3.5,6,8.666666667,7.75,9,4.166666667,3.5,4.333333333,6.833333333,3.666666667,0.8,7,7,3.666666667,7,3.25,239,1,2.333333333,1.727272727,5.333333333,4.75,5,6.2,66,91,80,81,100,100,51,87,71,100,73,91,89,28,54,54,IPhone 8 Plus,2,NA,NA,10,50,2,1,1,1,None,1,1,1,5,10,It was so much fun. From the music to the photos to the actual game itself. I looked forward to playing it !!,I loved the playing the game and memorizing the photos. Having to upload the photos.,If it runs smoothly while using it.,Not sure,2,3,3,5,Not sure,4,My busy schedule,5,2,NA,Maybe how we follow directions and how well we can memorize things based on our characteristics,5,5,1,1,2
68,3.25,9.461538462,1,4,10,9.666666667,9.25,9,5.166666667,5.166666667,4,5.166666667,5.833333333,4,5,5.333333333,5.333333333,4.333333333,3.25,58,4,4.166666667,4.090909091,4,3.75,3.857142857,5.6,576,1,20,2,3,NA,3,Psychology,2,0,0,5,2,1,162,3.4,NA,1.2,2.666666667,2,2.666666667,3.75,3.285714286,162,2,2.6,3.25,1.6,2.166666667,1.909090909,4.666666667,4.5,4.571428571,2576,2,2.6,3.25,1,2.166666667,1.636363636,3.666666667,3.5,3.571428571,430,2,2.8,3.25,1,1.666666667,1.363636364,4.666666667,3.75,4.142857143,141,2,3,3,1,2.333333333,1.727272727,4.333333333,4.25,4.285714286,119,2,3.125,9.692307692,1,3.833333333,9,9.666666667,10,10,5.666666667,4.666666667,4.5,5.666666667,6.166666667,2.2,5.333333333,4.666666667,4,5.666666667,2.75,176,1,1.833333333,1.454545455,4,3.75,3.857142857,5.2,51,80,41,70,76,76,51,72,56,57,56,65,42,44,57,42,iPhone 8 plus,2,NA,NA,10,70,1,2,2,2,n/a,1,1,2,4,9,App was easy to navigate and fun to play,I like the layout,N/a,I think you should add a feature where you dont have to hear any sound from the game,0,1.99,2,4,The pictures we had to manually add,3,I dont like playing games,4,2,NA,I have no idea,4,4,1,1,1
69,3.625,8.076923077,1,4.5,9,8,7,8.666666667,3.833333333,4.666666667,5.333333333,4.666666667,5.5,4,6,5.666666667,3.333333333,6,3.5,65,2.2,2.333333333,2.272727273,4,3,3.428571429,5.6,790,1,20,2,2,NA,3,Business Administration,1,1,1,4,2,1,168,3,NA,1.8,2,1.909090909,3.333333333,2,2.571428571,562,2,3.4,2.75,1.6,1.5,1.545454545,3.666666667,2.25,2.857142857,877,2,3.2,3,2,2,2,4.333333333,4.75,4.571428571,970,2,3,4,2.6,1.666666667,2.090909091,3,2.25,2.571428571,788,2,2.8,2.75,1.4,1.833333333,1.636363636,2,1.5,1.714285714,963,2,4,6.923076923,1,5,7.666666667,7.333333333,6.25,6.666666667,3.666666667,4.333333333,5.5,5.5,5.666666667,1.6,5.333333333,5,3,6,3.25,201,1.2,2.166666667,1.727272727,4,3,3.428571429,6,79,81,63,77,74,87,70,89,77,88,74,91,77,77,75,41,iPhone 7,2,NA,NA,10,50,2,2,1,1,There are similar cards games that imitate the app.,1,2,2,4,6,"After playing a while, the game becomes extremely redundant and difficult to play as it is the same motion over and over again. Perhaps if the product provided different simulations of essentially the same concept it would be more intriguing to play.","I liked that the app allowed me to upload my own photos to play, this made the experience more fun and interactive. I disliked the repetitiveness of the app and how it was so simple with the colors.",The option to upload our own pictures to play the product is most important as it appealed most to me.,"The feature to change games or format, the simple colors and repetitiveness becomes dull to the player the more he plays so adding a feature that changes this is imperative.",0,1,2,2,"The feature to display more pictures, we set it as 3, but I saw no difference or understand the reason behind this.",1,"The repetitiveness of the game and dullness, I am doing the same thing over and over and looking at the same pictures many times which makes the game a bit boring, thus, not encouraging me to continue playing.",4,2,NA,The purpose of this study was to account for app interaction and engagement as time went on and how the user changed throughout the duration of the study.,5,5,1,1,1
70,4.125,6.846153846,7,3.166666667,6.333333333,7,6.75,7.333333333,3.166666667,2.5,4.333333333,5.666666667,4.166666667,2.8,5.666666667,6,2,7,3.25,75,1.8,2.333333333,2.090909091,4.333333333,4.75,4.571428571,5.4,636,1,20,1,3,NA,3,Psychology,2,0,1,0,2,0,170,3.2,2.75,NA,NA,NA,NA,NA,NA,2845,2,2.6,3,1.6,3,2.363636364,4.333333333,5,4.714285714,293,2,2.8,3,1.6,3.166666667,2.454545455,4.333333333,4.75,4.571428571,292,2,2.6,3.25,1.8,2.666666667,2.272727273,4.333333333,4,4.142857143,236,2,2.6,3.25,2.2,3,2.636363636,3.666666667,4,3.857142857,764,2,3.875,6.384615385,6,3.166666667,5.666666667,6.666666667,7,6,2.666666667,2.333333333,4,5.166666667,4.666666667,1,6.666666667,5.666666667,1.333333333,6.333333333,3.5,251,1.2,2,1.636363636,4.666666667,4.25,4.428571429,5.4,90,90,85,85,95,95,90,95,100,100,60,60,70,80,7,0,iPhone 11,2,NA,NA,12,60,1,2,1,1,Other memories games such as this one,1,1,2,1,3,The product is not very new and innovative and can get relatively boring and repetitive very easily.,What I like least about the app was how tedious is felt at times,Entertainment level,Maybe other game modes are ways to play,0,0,1,1,The feature least important is adding your own pictures and words,1,The game was overall pretty boring for me and I felt myself pushing to reach the ten minute mark everyday.,2,2,NA,I think the purpose was to test our memory while at the same time evaluating our outlook on life everyday as we completed the daily surveys.,5,5,1,1,2
71,6.25,7.307692308,7.5,5.833333333,7.333333333,7.666666667,7.25,7,5.166666667,2.666666667,5,5,4.666666667,3.2,5.666666667,6,2,5.666666667,3,68,2.4,2.333333333,2.363636364,5.333333333,4.25,4.714285714,5.2,757,1,20,1,1,NA,3,business,1,8,4,2,2,1,172,4,3,2.2,2.5,2.363636364,4,4.5,4.285714286,505,NA,3.4,3.5,2,2.833333333,2.454545455,4.333333333,4.25,4.285714286,941,2,3.6,3.5,2.2,2.333333333,2.272727273,4.333333333,4.25,4.285714286,840,2,2.4,2.75,2.2,2.333333333,2.272727273,5,4.25,4.571428571,212,1,2,2.75,1.4,2.166666667,1.818181818,4,3.25,3.571428571,223,2,6.625,6.923076923,6.5,6.666666667,7.666666667,7,7.25,5.666666667,5.333333333,3.166666667,5,5,5,1.8,6,5.666666667,2,6,3,253,2,2.166666667,2.090909091,4.666666667,4,4.285714286,5,90,91,90,88,100,100,91,93,90,91,100,100,91,91,0,0,iPhone X,2,NA,NA,10,60,2,1,1,1,Nothing,1,1,1,4,7,Still needs some development,Not as modern,Photos,More personalization,0,0,3,4,Score,2,Required time,4,2,NA,To condition someone to be happier,3,4,1,1,1
72,5.25,6.769230769,10,3.666666667,6.666666667,8,6,6.666666667,3.666666667,3.833333333,3.833333333,5.833333333,4,2,4.333333333,5.333333333,3.666666667,5.666666667,3.5,54,2.8,2.5,2.636363636,3,3.5,3.285714286,4.4,930,1,20,1,1,NA,3,psychology,2,0,2,0,2,1,174,2.2,3.5,NA,NA,NA,NA,NA,NA,583,2,2,3.25,1.6,2,1.818181818,2.666666667,3,2.857142857,914,2,2,3.75,1.4,2,1.727272727,4.333333333,3.5,3.857142857,257,2,2,3.25,1.2,1.666666667,1.454545455,5,4.5,4.714285714,165,2,1.8,3.25,1.2,1.666666667,1.454545455,4.666666667,4,4.285714286,184,2,3.625,6.538461538,10,1.5,6,7,6.25,7,4.5,3.666666667,4.333333333,6.5,3.5,1.2,5,5.666666667,3.666666667,6,3.25,225,1.2,2,1.636363636,5.333333333,4,4.571428571,5.6,79,80,80,80,90,90,70,70,85,85,90,90,50,50,30,30,iPhone XR,2,NA,NA,10,50,1,2,2,2,None,1,1,2,3,7,I didn’t see a point to the game other than testing your memorization.,I like how the game helps train your brain to memorize,The idea of taking pictures that make us happy,None,0,1,2,3,None,2,Repetitive. Gets boring,3,2,NA,See if our mindset about life has changed after playing the game everyday.,4,4,1,1,1
73,3.375,7.384615385,2.5,3.666666667,6.333333333,8,7.5,7.666666667,4,5.666666667,3.5,4,2.333333333,4,4,5,5,5.666666667,3.25,51,1.4,2,1.727272727,2.333333333,3,2.714285714,2.4,1007,1,20,2,1,NA,3,econ admin,2,0,1,6,2,1,175,4,3.25,NA,NA,NA,NA,NA,NA,377,2,4,3.5,2.2,3.5,2.909090909,3.333333333,3.75,3.571428571,89317,2,3.8,3.75,1.2,2.5,1.909090909,3.666666667,4.25,4,894,2,4,3.25,1.4,2.5,2,2.666666667,4.25,3.571428571,127,2,3.8,3.25,1.4,2.666666667,2.090909091,2.666666667,2.75,2.714285714,546,2,3,6.153846154,2,3.333333333,4.333333333,6.666666667,6.75,6.666666667,4.333333333,6.333333333,2.833333333,4,1.5,2.2,2,5,5.666666667,5.333333333,3.5,166,2,3.5,2.818181818,3,3.75,3.428571429,2,40,50,60,60,30,40,70,65,35,30,20,20,70,80,75,75,iphone11,2,NA,NA,10,60,2,2,2,2,memory games,1,2,2,1,4,I would not use this app often,it is simple to use,none,nothing,1,3,1,3,the levels,1,I do not want to play the game when I could be doing other activities,3,2,NA,to see if playing the game will affect your daily mood/emotions,4,4,1,1,1
74,2.5,6.923076923,2.5,2.5,6.666666667,7.666666667,6.25,7.333333333,3.666666667,4,4.333333333,6.166666667,3.166666667,1.2,5.666666667,5.666666667,3.666666667,6.666666667,2.25,67,1.4,2,1.727272727,4.666666667,3.25,3.857142857,3.6,6642,1,22,2,6,Indian,3,Psychology,2,0,1.5,1,2,0,179,2.2,2.25,NA,NA,NA,NA,NA,NA,1940,2,1.6,2,1.2,1.5,1.363636364,2.333333333,1.5,1.857142857,1185,2,1.4,1.75,1.4,1.166666667,1.272727273,4.666666667,3.25,3.857142857,1293,2,1,2,1.2,1.5,1.363636364,4,2.75,3.285714286,1073,2,1,2,1.2,1.333333333,1.272727273,3.333333333,2.25,2.714285714,1518,2,2.5,7.307692308,2,2.666666667,6,8,6.75,8.666666667,3.833333333,2.833333333,3.333333333,6.333333333,3.333333333,0.6,5.666666667,5.333333333,4.666666667,4.666666667,2,256,1.2,1.166666667,1.181818182,3,2,2.428571429,3.8,70,70,90,90,70,70,80,80,85,85,80,80,80,74,80,80,Iphone 11,2,NA,NA,10,10,2,2,1,2,None,1,1,2,2,7,This product was good in the way to help us remember and stay focused on the present but sometimes I would get bored and would just wait for the ten minutes to be over so I could stop playing.,I like how we got to add our own pictures,none,Maybe make it more exciting,1,1,1,2,Having to play over and over trying to remember the order of the pictures,1,"I would get bored after a while, its not really fun or exciting",3,2,NA,To see if playing the game affected our mindset about the present,3,2,1,1,2
75,5.5,8.923076923,7,5,9,8.666666667,8.5,9.666666667,4.333333333,3.166666667,5.5,6.666666667,6.166666667,3,6.333333333,7,4,7,3.25,64,2,2.333333333,2.181818182,5,4.5,4.714285714,7,1596,1,21,1,1,NA,3,Business Administration,1,12,2,1,2,1,182,3,3.75,NA,NA,NA,NA,NA,NA,1135,2,3,3,2.6,2.666666667,2.636363636,5,4.75,4.857142857,1191,2,3.2,3.25,1.4,2.666666667,2.090909091,5.333333333,5.25,5.285714286,263,2,3,3.25,2.2,2.333333333,2.272727273,6.333333333,5.25,5.714285714,736,2,3.6,3,2.8,5,4,5,4.25,4.571428571,1135,2,5,9.076923077,5.5,4.833333333,9,9,8.5,10,3.666666667,3.666666667,4.833333333,5.666666667,5.166666667,2,6,6,4.666666667,6.333333333,3.25,243,1.8,3.333333333,2.636363636,6.333333333,6.25,6.285714286,5,81,86,83,83,77,92,96,89,83,93,89,89,80,80,82,93,iPhone XR,2,NA,NA,10,70,2,2,2,2,No products,2,2,2,1,1,"The user interface is extremely user unfriendly. The app as a gaming app does not resemble anything that gamers or casual gamers would like to play. In a conditioning purpose, it does not help train the mind sufficient enough to be able to have recurring downloads (or at least does not appear that way to the user). Additionally, it is very unclear how to operate the lists and the other app settings without the tutorial showing the instructions. I nearly had to go back to the instructions just to find out how to upload the photos on Day 2. Overall, a very poorly made app with little functionality to the average user that is not using it for a psychology study.",User interface,"No features, if I had to choose one it would be the one picture per day feature to look back on each day.",Make it easier to navigate the app and the overall look of it.,0,0,1,2,The game feature,2,It is not an attractive game to play as something for fun,1,2,NA,"To gather information on the effectiveness of the app, as well as study the behaviors behind the users of the app",4,5,1,1,1
76,6.5,8.615384615,7.5,6.166666667,8.666666667,9,8.75,8,5.5,3.666666667,5.333333333,5.666666667,5.666666667,2,6,6,4.666666667,5.333333333,2.75,64,1.2,2,1.636363636,5,3.75,4.285714286,5.2,1093,1,21,1,3,NA,3,Economics/Administrative Studies,1,10,7,2,2,1,185,1.6,3,NA,NA,NA,NA,NA,NA,957,2,1.8,2.75,1.4,2.166666667,1.818181818,3.666666667,3.25,3.428571429,830,2,2,2.75,1.8,2.5,2.181818182,3.666666667,2.75,3.142857143,809,2,2,3.25,1.4,2.166666667,1.818181818,3.666666667,2.75,3.142857143,1094,2,4.8,3.5,1.6,2,1.818181818,4,5.75,5,928,2,7.25,8.538461538,8.5,6.833333333,7.666666667,9.333333333,8.75,8.333333333,5.333333333,3.833333333,6.333333333,5.333333333,5.5,1.6,6,6.333333333,4,5.333333333,2.75,211,2.4,4.166666667,3.363636364,4.333333333,3.25,3.714285714,4.8,70,70,70,70,75,70,80,75,75,80,75,75,69,79,92,82,iPhone X,2,NA,NA,10,70,1,2,2,2,"There are a few other memory games out there, I’ve played them and online",1,1,2,2,7,It’s pretty simple and not that fun after a while. I did good and for high scores but it wasn’t “fun!”.,It’s a fun memory game but gets old fast,The fact that you can upload your on images to be tested with,Better software and accessibility,0.5,1,1,2,"The simplicity, and the fact that is doesn’t save your high scores.",1,It’s boring,4,2,NA,To see if daily reminders of positive aspects of life help improve psychiatric states.,5,4,1,1,1
77,2.25,6.769230769,2,2.333333333,5.666666667,7,5,10,4.833333333,2.166666667,3.833333333,6.666666667,2.833333333,4,5.333333333,3.666666667,2.333333333,6.666666667,3.5,49,2.2,1.833333333,2,4.333333333,2.5,3.285714286,6.4,575,1,20,2,1,NA,3,Psychology,2,0,0,2,2,1,186,3.4,3,1.2,1.5,1.363636364,4,3,3.428571429,1183,NA,2.8,3.25,1.2,1.833333333,1.545454545,3.666666667,2,2.714285714,1221,1,2,3,1.8,3.166666667,2.545454545,3,3.5,3.285714286,1186,2,1.6,3,2.2,2,2.090909091,1.333333333,1.75,1.571428571,163,2,3.4,3,1.4,2.333333333,1.909090909,5.333333333,3.5,4.285714286,880,2,1.5,5.384615385,1,1.666666667,4.333333333,5,4.5,8,4.5,1.833333333,3.833333333,6.666666667,1.833333333,2,4.333333333,4,3,7,3.25,197,1.2,2.333333333,1.818181818,3.333333333,3.75,3.571428571,5.6,75,75,70,70,100,100,70,70,70,70,70,70,77,70,50,50,Samsung galaxy s7,2,NA,NA,10,60,2,2,2,2,None,1,2,2,1,3,The game wasnt fun. Having to play it for 10 minutes a day felt so long. Sometimes the game lags. I didnt feel any benefits come out of it.,It was not fun to play,To not be laggy,Somehow make it more fun to play,0,0,1,1,Looks,1,Its not fun,1,1,I had something i needed to do,To see if looking at images that correlate with happy moments would affect our overall daily mood,3,3,1,1,1
78,4,7.923076923,3.5,4.166666667,6.333333333,9.333333333,7.5,8.666666667,5.666666667,4.5,5.5,4.166666667,4.333333333,3,5.666666667,5.666666667,3.666666667,5.666666667,3.25,62,1.2,2.666666667,2,2,2,2,3.2,1340,1,21,2,6,Egyptian/Ethiopian American,4,Sociology,1,16,6,1,2,1,187,NA,2.75,1,2.5,1.818181818,2.666666667,2.5,2.571428571,1529,2,1.8,3,1,2,1.545454545,1.666666667,1,1.285714286,19309,2,1.8,2.75,1,2.166666667,1.636363636,3,2.5,2.714285714,567,2,2.4,2.5,1,2.166666667,1.636363636,3.666666667,3.75,3.714285714,9921,2,2.2,2.75,1,2.333333333,1.727272727,4.333333333,5,4.714285714,1776,2,4.375,8.230769231,1.5,5.333333333,6.666666667,9.666666667,7.75,9,5.166666667,4.166666667,5.666666667,4.666666667,4.666666667,1,5.333333333,5.666666667,2.666666667,6,2.5,271,1,2.166666667,1.636363636,2,2.75,2.428571429,3.6,72,81,100,100,87,87,84,84,86,83,6,75,0,0,78,25,Apple,2,NA,NA,9,38,1,2,1,1,I play Candy crush a lot to help with my anxiety,1,2,2,3,7,"I think it looks a bit outdated. Additionally, the game would semi freeze on me",I like that it focuses on happiness and players utilize what makes them happy,The pictures that make me happy,Maybe you can add some staple pictures like a sunset or the beach and players have the option to include their own pictures,0.99,1.99,2,3,The words,2,Having to add pictures before playing. I think it it was more of an option and random it would be better,4,2,NA,I believe the purpose of this study was to promote happiness and condition/train the player,4,5,1,1,1
79,3.25,8.307692308,1,4,6.666666667,9.333333333,8.75,8.333333333,5,2.666666667,4.333333333,5.333333333,5.666666667,3,6,6,3,6,2.25,74,1.6,2,1.818181818,6,4,4.857142857,6.2,4090,1,20,2,2,NA,3,psychology,1,20,3,4,1,1,188,2.6,3.25,2.2,2.333333333,2.272727273,5,4.25,4.571428571,418,NA,2,2.75,1.4,2.166666667,1.818181818,4.666666667,2.5,3.428571429,274,2,1.6,2.5,1.6,2.166666667,1.909090909,4.666666667,3.25,3.857142857,433,2,1.4,2.5,1,1.666666667,1.363636364,4.333333333,3.5,3.857142857,4569,2,2.4,2,1.2,1.5,1.363636364,4.666666667,3.5,4,1215,2,4.75,6.307692308,1,6,5.666666667,6,5.75,8,5.166666667,2.666666667,5.333333333,4.833333333,5.166666667,1.8,5,6,2,6.333333333,2,239,1,4,2.636363636,3.333333333,1.75,2.428571429,5,86,76,90,84,100,100,100,100,100,50,100,74,13,49,6,0,iPhone X Plus,2,NA,NA,7,45,2,2,2,2,Never seen anything like this.,1,1,1,3,6,It was cool but it would be nicer if it looked more updated or compatible with my iPhone.,That it looks outdated and that my wordlist tab kept deleting.,The speed.,Option to zoom in on pictures taken.,0,0.99,1,4,The music,2,im so stressed :(,4,2,NA,Memory?,3,3,1,1,1
80,3,6.153846154,1,3.666666667,6,7,5.5,6.333333333,5.166666667,5,4.5,4.833333333,5.833333333,2.2,4.666666667,4.666666667,2.666666667,6,3.25,62,2.8,2.666666667,2.727272727,3.666666667,3.75,3.714285714,3.2,971,1,21,2,3,NA,4,Psychology,2,0,1,3,2,0,192,3.4,2.75,NA,NA,NA,NA,NA,NA,79,2,1.6,2.75,1.8,3,2.454545455,4,4,4,1955,2,2.2,3.25,2.2,3.5,2.909090909,3.666666667,3.75,3.714285714,1271,2,3.4,3,3,3.666666667,3.363636364,2.333333333,3.75,3.142857143,5150,2,1.8,3.25,2.4,3.166666667,2.818181818,2.666666667,4.5,3.714285714,299,2,4.375,6.846153846,1,5.5,7.333333333,6.333333333,6.75,7,5.166666667,4.666666667,5,5.333333333,5.166666667,0.8,4.333333333,5.666666667,2,6.666666667,3,207,2.2,2.5,2.363636364,3.333333333,4.25,3.857142857,5,62,76,72,71,72,71,71,71,72,76,71,78,72,70,56,74,iPhone 8 Plus,2,NA,NA,10,6,2,2,1,2,"The lab I work for called Brain Game Center, has a game called recollect.",1,2,1,2,5,"It had some bugs, and it could be better developed to be more interesting.",I like the helpful memorization aspect but dislike how monotonous the game itself is,The ability for to help your memory,Fix the bugs and add better graphics,1,3,2,2,Unsure,1,It is not very fun to play,3,2,NA,To see if memory was enhanced after playing the game.,4,4,1,1,2
